20220411,29325,384882,10,161,2710,23582,32466,404948
20220412,28536,368139,65,1000,4188,36922,32499,404803
20220413,27500,372930,596,7097,4622,42664,33043,423692
20220414,23799,328378,2351,26583,3847,37390,29489,391012
20220415,24203,329733,6421,72247,3836,37487,35040,438693
20220416,23319,315168,8458,93394,3612,35696,35963,446322
20220417,27106,365268,10783,116863,3784,38616,41907,521134

