20220518,2147550,1219268,2147550,1219268
20220517,1776962,1047357,1776962,1047357
20220516,337638,254402,337638,254402
20220513,321274,237835,321274,237835
20220515,308965,226183,308965,226183
20220514,297473,213034,297473,213034
