20220420,280029,176053,280029,176053
20220419,276757,171608,276757,171608
20220418,245608,154922,245608,154922
20220421,242210,160847,242210,160847
20220422,203689,147626,203689,147626
20220423,114433,108489,114433,108489
20220424,79447,80897,79447,80897
