,day,rs,web-visits,web-unique visitors,web-visits / visitor,android-visits,android-unique visitors,android-visits / visitor,ios-visits,ios-unique visitors,ios-visits / visitor
0,"Feb 16, 2022",vrs_schibs1_fcall,558678.0,438223.0,1.2748714695486087,350944.0,219176.0,1.601197211373508,108023.0,64604.0,1.6720791282273544
0,"Feb 16, 2022",vrs_schibs1_motorcochesnet,419834.0,307128.0,1.3669675184287984,175545.0,105960.0,1.656710079275198,107716.0,62094.0,1.7347247721196895
